suburb,state,sal_code,census_year,median_age,median_household_income_weekly,avg_household_size,owner_occupied_pct,renter_pct,household_composition_json
Keilira,SA,SAL40673,2021,39.0,1875.0,2.7,76.2,0.0,"{""family_household_pct"": 61.9, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 19.0}"
Keith,SA,SAL40674,2021,43.0,1294.0,2.3,72.5,22.6,"{""family_household_pct"": 64.1, ""non_family_household_pct"": 35.5, ""lone_person_pct"": 32.5}"
Kellidie Bay,SA,SAL40675,2021,59.0,1437.0,2.0,0.0,0.0,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kelly,SA,SAL40676,2021,35.0,1312.0,3.1,25.0,20.0,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kensington,SA,SAL40677,2021,43.0,1355.0,2.0,45.2,46.7,"{""family_household_pct"": 48.6, ""non_family_household_pct"": 51.2, ""lone_person_pct"": 46.6}"
Kensington Gardens,SA,SAL40678,2021,45.0,1571.0,2.2,67.0,30.2,"{""family_household_pct"": 60.3, ""non_family_household_pct"": 39.8, ""lone_person_pct"": 36.7}"
Kensington Park,SA,SAL40679,2021,42.0,2058.0,2.5,68.9,27.0,"{""family_household_pct"": 69.1, ""non_family_household_pct"": 30.5, ""lone_person_pct"": 26.3}"
Kent Town,SA,SAL40680,2021,36.0,1461.0,1.7,36.4,57.0,"{""family_household_pct"": 43.8, ""non_family_household_pct"": 56.2, ""lone_person_pct"": 48.5}"
Kenton Valley,SA,SAL40681,2021,48.0,2194.0,2.8,89.4,12.8,"{""family_household_pct"": 87.2, ""non_family_household_pct"": 14.9, ""lone_person_pct"": 12.8}"
Kepa,SA,SAL40682,2021,40.0,1875.0,2.5,48.0,28.0,"{""family_household_pct"": 76.0, ""non_family_household_pct"": 28.0, ""lone_person_pct"": 28.0}"
Keppoch,SA,SAL40683,2021,45.0,1916.0,2.9,63.2,31.6,"{""family_household_pct"": 89.5, ""non_family_household_pct"": 21.1, ""lone_person_pct"": 21.1}"
Kersbrook,SA,SAL40684,2021,46.0,1992.0,2.7,90.6,7.2,"{""family_household_pct"": 82.7, ""non_family_household_pct"": 16.3, ""lone_person_pct"": 14.6}"
Keswick,SA,SAL40685,2021,33.0,1432.0,2.3,44.5,53.0,"{""family_household_pct"": 61.1, ""non_family_household_pct"": 40.1, ""lone_person_pct"": 29.8}"
Keswick Terminal,SA,SAL40686,2021,0.0,0.0,0.0,,,
Keyneton,SA,SAL40687,2021,48.0,1398.0,2.5,87.1,4.8,"{""family_household_pct"": 79.8, ""non_family_household_pct"": 18.5, ""lone_person_pct"": 18.5}"
Ki Ki,SA,SAL40688,2021,54.0,924.0,2.2,61.9,0.0,"{""family_household_pct"": 76.2, ""non_family_household_pct"": 38.1, ""lone_person_pct"": 38.1}"
Kiana,SA,SAL40689,2021,33.0,575.0,3.3,0.0,0.0,"{""family_household_pct"": 125.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kidman Park,SA,SAL40690,2021,44.0,1637.0,2.5,74.0,23.3,"{""family_household_pct"": 73.0, ""non_family_household_pct"": 27.4, ""lone_person_pct"": 24.9}"
Kielpa,SA,SAL40691,2021,46.0,1187.0,2.6,76.5,0.0,"{""family_household_pct"": 76.5, ""non_family_household_pct"": 47.1, ""lone_person_pct"": 47.1}"
Kilburn,SA,SAL40692,2021,34.0,1179.0,2.6,41.8,55.0,"{""family_household_pct"": 59.6, ""non_family_household_pct"": 40.2, ""lone_person_pct"": 30.4}"
Kilkenny,SA,SAL40693,2021,39.0,1399.0,2.5,59.7,31.5,"{""family_household_pct"": 65.9, ""non_family_household_pct"": 34.4, ""lone_person_pct"": 28.5}"
Kimba,SA,SAL40694,2021,50.0,1234.0,2.1,75.7,21.4,"{""family_household_pct"": 63.8, ""non_family_household_pct"": 38.3, ""lone_person_pct"": 35.0}"
Kingoonya,SA,SAL40695,2021,50.0,900.0,2.0,,,
Kings Park,SA,SAL40696,2021,55.0,1647.0,2.2,72.2,20.1,"{""family_household_pct"": 65.0, ""non_family_household_pct"": 36.3, ""lone_person_pct"": 34.2}"
Kingscote,SA,SAL40697,2021,51.0,1103.0,2.1,64.8,29.8,"{""family_household_pct"": 59.2, ""non_family_household_pct"": 40.3, ""lone_person_pct"": 37.5}"
Kingsford,SA,SAL40698,2021,40.0,2624.0,3.4,90.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kingston On Murray,SA,SAL40699,2021,53.0,1257.0,2.2,81.7,17.5,"{""family_household_pct"": 73.8, ""non_family_household_pct"": 27.8, ""lone_person_pct"": 27.8}"
Kingston Park,SA,SAL40700,2021,51.0,1910.0,2.4,77.0,22.1,"{""family_household_pct"": 76.6, ""non_family_household_pct"": 23.4, ""lone_person_pct"": 20.1}"
Kingston Se,SA,SAL40701,2021,56.0,1143.0,2.0,71.4,24.5,"{""family_household_pct"": 61.8, ""non_family_household_pct"": 38.4, ""lone_person_pct"": 35.3}"
Kingswood,SA,SAL40702,2021,49.0,1898.0,2.5,74.7,22.3,"{""family_household_pct"": 70.1, ""non_family_household_pct"": 30.7, ""lone_person_pct"": 28.5}"
Klemzig,SA,SAL40703,2021,36.0,1488.0,2.3,55.9,41.0,"{""family_household_pct"": 62.4, ""non_family_household_pct"": 37.8, ""lone_person_pct"": 32.2}"
Kohinoor,SA,SAL40704,2021,43.0,1687.0,2.7,135.7,0.0,"{""family_household_pct"": 92.9, ""non_family_household_pct"": 28.6, ""lone_person_pct"": 0.0}"
Kondoolka,SA,SAL40705,2021,22.0,1625.0,4.0,,,
Kongal,SA,SAL40706,2021,34.0,1875.0,2.4,100.0,0.0,"{""family_household_pct"": 166.7, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kongorong,SA,SAL40707,2021,41.0,1674.0,2.5,70.8,18.1,"{""family_household_pct"": 77.8, ""non_family_household_pct"": 26.4, ""lone_person_pct"": 23.6}"
Koolgera,SA,SAL40708,2021,0.0,0.0,0.0,,,
Koolunga,SA,SAL40709,2021,46.0,1275.0,2.4,72.3,20.0,"{""family_household_pct"": 72.3, ""non_family_household_pct"": 32.3, ""lone_person_pct"": 32.3}"
Koolywurtie,SA,SAL40710,2021,39.0,1562.0,2.9,56.8,8.1,"{""family_household_pct"": 73.0, ""non_family_household_pct"": 10.8, ""lone_person_pct"": 10.8}"
Koonamore,SA,SAL40711,2021,34.0,500.0,1.0,,,
Koongawa,SA,SAL40712,2021,33.0,3250.0,3.3,69.2,0.0,"{""family_household_pct"": 46.2, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Koonibba,SA,SAL40713,2021,31.0,695.0,3.0,8.2,91.8,"{""family_household_pct"": 71.4, ""non_family_household_pct"": 26.5, ""lone_person_pct"": 26.5}"
Koonoona,SA,SAL40714,2021,45.0,2499.0,4.0,0.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Koonunga,SA,SAL40715,2021,48.0,1916.0,2.2,80.0,0.0,"{""family_household_pct"": 45.0, ""non_family_household_pct"": 35.0, ""lone_person_pct"": 35.0}"
Koorine,SA,SAL40716,2021,36.0,2187.0,3.1,92.9,21.4,"{""family_household_pct"": 85.7, ""non_family_household_pct"": 35.7, ""lone_person_pct"": 35.7}"
Kooroona,SA,SAL40717,2021,64.0,1899.0,2.3,0.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Koppamurra,SA,SAL40718,2021,44.0,1375.0,2.7,50.0,23.1,"{""family_household_pct"": 65.4, ""non_family_household_pct"": 11.5, ""lone_person_pct"": 11.5}"
Koppio,SA,SAL40719,2021,53.0,1187.0,2.2,78.6,0.0,"{""family_household_pct"": 57.1, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 25.0}"
Korunye,SA,SAL40720,2021,45.0,1562.0,2.6,79.7,10.8,"{""family_household_pct"": 79.7, ""non_family_household_pct"": 17.6, ""lone_person_pct"": 17.6}"
Kringin,SA,SAL40721,2021,65.0,225.0,2.0,,,
Krondorf,SA,SAL40722,2021,48.0,4049.0,3.0,80.0,0.0,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 20.0}"
Krongart,SA,SAL40723,2021,75.0,7000.0,2.0,,,
Kudla,SA,SAL40724,2021,42.0,1762.0,3.0,83.2,14.5,"{""family_household_pct"": 84.4, ""non_family_household_pct"": 15.1, ""lone_person_pct"": 11.2}"
Kuitpo,SA,SAL40725,2021,55.0,2571.0,2.7,80.9,16.2,"{""family_household_pct"": 88.2, ""non_family_household_pct"": 7.4, ""lone_person_pct"": 7.4}"
Kuitpo Colony,SA,SAL40726,2021,30.0,1624.0,3.1,40.0,30.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 60.0, ""lone_person_pct"": 60.0}"
Kulpara,SA,SAL40727,2021,36.0,1437.0,2.7,125.0,0.0,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 41.7, ""lone_person_pct"": 33.3}"
Kurralta Park,SA,SAL40728,2021,32.0,1573.0,2.3,47.3,51.3,"{""family_household_pct"": 57.5, ""non_family_household_pct"": 43.0, ""lone_person_pct"": 32.9}"
Kyancutta,SA,SAL40729,2021,52.0,1125.0,2.3,83.3,16.7,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 45.8, ""lone_person_pct"": 25.0}"
Kybunga,SA,SAL40730,2021,42.0,1874.0,2.8,66.7,19.0,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 28.6, ""lone_person_pct"": 28.6}"
Kybybolite,SA,SAL40731,2021,46.0,1208.0,2.1,79.2,10.4,"{""family_household_pct"": 56.2, ""non_family_household_pct"": 50.0, ""lone_person_pct"": 39.6}"
Kyeema,SA,SAL40732,2021,53.0,2249.0,2.6,75.0,0.0,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 37.5, ""lone_person_pct"": 37.5}"
Laffer,SA,SAL40733,2021,35.0,1687.0,2.9,30.8,23.1,"{""family_household_pct"": 92.3, ""non_family_household_pct"": 23.1, ""lone_person_pct"": 23.1}"
Lake Albert,SA,SAL40734,2021,0.0,0.0,0.0,,,
Lake Alexandrina,SA,SAL40735,2021,0.0,0.0,0.0,,,
Lake Carlet,SA,SAL40736,2021,65.0,900.0,1.7,100.0,0.0,"{""family_household_pct"": 233.3, ""non_family_household_pct"": 166.7, ""lone_person_pct"": 166.7}"
Lake Everard,SA,SAL40737,2021,23.0,1875.0,2.0,,,
Lake Eyre,SA,SAL40738,2021,0.0,0.0,0.0,,,
Lake Frome,SA,SAL40739,2021,0.0,0.0,0.0,,,
Lake Gairdner,SA,SAL40740,2021,0.0,0.0,0.0,,,
Lake Gilles,SA,SAL40741,2021,0.0,0.0,0.0,,,
Lake Macfarlane,SA,SAL40742,2021,0.0,0.0,0.0,,,
Lake Plains,SA,SAL40743,2021,47.0,850.0,2.6,42.1,31.6,"{""family_household_pct"": 78.9, ""non_family_household_pct"": 15.8, ""lone_person_pct"": 15.8}"
Lake Torrens,SA,SAL40744,2021,0.0,0.0,0.0,,,
Lake View,SA,SAL40745,2021,50.0,1625.0,3.0,0.0,0.0,"{""family_household_pct"": 125.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Lameroo,SA,SAL40746,2021,45.0,1364.0,2.3,68.3,23.1,"{""family_household_pct"": 66.5, ""non_family_household_pct"": 32.9, ""lone_person_pct"": 30.8}"
Langhorne Creek,SA,SAL40747,2021,49.0,1674.0,2.5,87.9,7.5,"{""family_household_pct"": 76.4, ""non_family_household_pct"": 24.7, ""lone_person_pct"": 21.8}"
Langs Landing,SA,SAL40748,2021,71.0,0.0,3.0,,,
Largs Bay,SA,SAL40749,2021,46.0,1886.0,2.4,77.0,20.4,"{""family_household_pct"": 70.3, ""non_family_household_pct"": 29.7, ""lone_person_pct"": 27.3}"
Largs North,SA,SAL40750,2021,40.0,1614.0,2.3,69.7,28.2,"{""family_household_pct"": 66.3, ""non_family_household_pct"": 34.2, ""lone_person_pct"": 31.2}"
Laura,SA,SAL40751,2021,48.0,1042.0,2.3,72.6,22.3,"{""family_household_pct"": 63.2, ""non_family_household_pct"": 36.1, ""lone_person_pct"": 32.9}"
Laura Bay,SA,SAL40752,2021,64.0,1312.0,1.8,100.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Leabrook,SA,SAL40753,2021,55.0,1693.0,2.0,60.4,20.7,"{""family_household_pct"": 53.9, ""non_family_household_pct"": 46.1, ""lone_person_pct"": 44.1}"
Leasingham,SA,SAL40754,2021,48.0,1437.0,2.7,73.8,23.8,"{""family_household_pct"": 81.0, ""non_family_household_pct"": 21.4, ""lone_person_pct"": 21.4}"
Leawood Gardens,SA,SAL40755,2021,44.0,2666.0,2.6,80.0,25.0,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 20.0}"
Leigh Creek,SA,SAL40756,2021,40.0,1625.0,1.7,0.0,100.0,"{""family_household_pct"": 33.3, ""non_family_household_pct"": 57.6, ""lone_person_pct"": 57.6}"
Leigh Creek Station,SA,SAL40757,2021,57.0,749.0,2.5,,,
Leighton,SA,SAL40758,2021,48.0,1312.0,2.6,76.5,0.0,"{""family_household_pct"": 76.5, ""non_family_household_pct"": 35.3, ""lone_person_pct"": 35.3}"
Lenswood,SA,SAL40759,2021,43.0,1968.0,2.8,85.3,12.0,"{""family_household_pct"": 78.8, ""non_family_household_pct"": 18.5, ""lone_person_pct"": 16.8}"
Lewiston,SA,SAL40760,2021,42.0,1910.0,2.9,91.3,6.1,"{""family_household_pct"": 80.4, ""non_family_household_pct"": 19.5, ""lone_person_pct"": 17.1}"
Light Pass,SA,SAL40761,2021,49.0,1593.0,2.6,79.1,18.7,"{""family_household_pct"": 79.1, ""non_family_household_pct"": 20.9, ""lone_person_pct"": 20.9}"
Lightsview,SA,SAL40762,2021,32.0,1916.0,2.4,61.6,33.6,"{""family_household_pct"": 64.8, ""non_family_household_pct"": 35.2, ""lone_person_pct"": 28.3}"
Lincoln National Park,SA,SAL40763,2021,58.0,824.0,1.5,,,
Linden Park,SA,SAL40764,2021,41.0,1893.0,2.7,74.5,22.5,"{""family_household_pct"": 71.4, ""non_family_household_pct"": 28.6, ""lone_person_pct"": 27.1}"
Lindley,SA,SAL40765,2021,0.0,0.0,0.0,,,
Lindon,SA,SAL40766,2021,52.0,1375.0,2.8,0.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Linwood,SA,SAL40767,2021,33.0,1312.0,3.1,100.0,0.0,"{""family_household_pct"": 90.0, ""non_family_household_pct"": 80.0, ""lone_person_pct"": 80.0}"
Lipson,SA,SAL40768,2021,55.0,1218.0,2.3,89.6,6.5,"{""family_household_pct"": 81.8, ""non_family_household_pct"": 23.4, ""lone_person_pct"": 27.3}"
Little Douglas,SA,SAL40769,2021,63.0,1292.0,1.4,0.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 80.0, ""lone_person_pct"": 80.0}"
Littlehampton,SA,SAL40770,2021,40.0,2086.0,2.8,86.5,11.5,"{""family_household_pct"": 82.1, ""non_family_household_pct"": 17.3, ""lone_person_pct"": 16.5}"
Lobethal,SA,SAL40771,2021,43.0,1529.0,2.5,80.3,14.6,"{""family_household_pct"": 71.9, ""non_family_household_pct"": 27.4, ""lone_person_pct"": 26.7}"
Lochaber,SA,SAL40772,2021,38.0,2374.0,2.6,55.8,20.9,"{""family_household_pct"": 62.8, ""non_family_household_pct"": 23.3, ""lone_person_pct"": 27.9}"
Lochiel,SA,SAL40773,2021,50.0,1208.0,2.1,70.8,10.4,"{""family_household_pct"": 54.2, ""non_family_household_pct"": 27.1, ""lone_person_pct"": 29.2}"
Lock,SA,SAL40774,2021,38.0,1125.0,2.2,67.0,26.1,"{""family_household_pct"": 62.5, ""non_family_household_pct"": 37.5, ""lone_person_pct"": 37.5}"
Lockleys,SA,SAL40775,2021,44.0,1869.0,2.5,75.3,20.8,"{""family_household_pct"": 69.4, ""non_family_household_pct"": 30.4, ""lone_person_pct"": 27.8}"
Long Flat,SA,SAL40776,2021,57.0,1937.0,2.4,92.7,0.0,"{""family_household_pct"": 82.9, ""non_family_household_pct"": 17.1, ""lone_person_pct"": 17.1}"
Long Plains,SA,SAL40777,2021,29.0,1625.0,3.6,90.0,0.0,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 0.0}"
Longwood,SA,SAL40778,2021,43.0,2349.0,3.0,97.9,4.2,"{""family_household_pct"": 85.4, ""non_family_household_pct"": 19.8, ""lone_person_pct"": 19.8}"
Lonsdale,SA,SAL40779,2021,48.0,725.0,1.6,0.0,60.0,"{""family_household_pct"": 40.0, ""non_family_household_pct"": 46.7, ""lone_person_pct"": 46.7}"
Louth Bay,SA,SAL40780,2021,58.0,969.0,1.8,74.3,15.7,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 40.0}"
Loveday,SA,SAL40781,2021,43.0,1379.0,2.5,84.8,8.8,"{""family_household_pct"": 71.2, ""non_family_household_pct"": 26.4, ""lone_person_pct"": 26.0}"
Lowan Vale,SA,SAL40782,2021,47.0,2187.0,2.4,62.5,0.0,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 0.0}"
Lowbank,SA,SAL40783,2021,52.0,1999.0,2.5,83.3,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Lower Broughton,SA,SAL40784,2021,33.0,2250.0,3.1,108.3,0.0,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 25.0}"
Lower Hermitage,SA,SAL40785,2021,46.0,2349.0,3.1,84.8,0.0,"{""family_household_pct"": 84.8, ""non_family_household_pct"": 7.6, ""lone_person_pct"": 7.6}"
Lower Inman Valley,SA,SAL40786,2021,50.0,1812.0,2.7,90.9,6.2,"{""family_household_pct"": 85.8, ""non_family_household_pct"": 14.2, ""lone_person_pct"": 14.2}"
Lower Light,SA,SAL40787,2021,45.0,1542.0,2.4,76.6,17.2,"{""family_household_pct"": 76.6, ""non_family_household_pct"": 26.6, ""lone_person_pct"": 26.6}"
Lower Mitcham,SA,SAL40788,2021,45.0,2045.0,2.5,81.5,14.4,"{""family_household_pct"": 73.4, ""non_family_household_pct"": 26.6, ""lone_person_pct"": 25.5}"
Loxton,SA,SAL40789,2021,47.0,1164.0,2.2,67.4,25.5,"{""family_household_pct"": 65.9, ""non_family_household_pct"": 34.4, ""lone_person_pct"": 32.3}"
Loxton North,SA,SAL40790,2021,42.0,1542.0,2.5,82.1,14.7,"{""family_household_pct"": 74.4, ""non_family_household_pct"": 25.2, ""lone_person_pct"": 22.0}"
Lucindale,SA,SAL40791,2021,47.0,1312.0,2.3,70.9,16.0,"{""family_household_pct"": 70.5, ""non_family_household_pct"": 30.4, ""lone_person_pct"": 28.3}"
Lucky Bay,SA,SAL40792,2021,72.0,669.0,1.7,180.0,0.0,"{""family_household_pct"": 160.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Lyndhurst,SA,SAL40793,2021,55.0,900.0,1.3,100.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 166.7, ""lone_person_pct"": 166.7}"
Lyndoch,SA,SAL40794,2021,44.0,1632.0,2.6,82.6,14.7,"{""family_household_pct"": 78.9, ""non_family_household_pct"": 21.0, ""lone_person_pct"": 19.2}"
Lynton,SA,SAL40795,2021,51.0,2542.0,2.6,85.7,10.7,"{""family_household_pct"": 78.6, ""non_family_household_pct"": 20.2, ""lone_person_pct"": 19.0}"
Lyrup,SA,SAL40796,2021,51.0,971.0,2.2,73.3,18.3,"{""family_household_pct"": 63.4, ""non_family_household_pct"": 30.5, ""lone_person_pct"": 30.5}"
Maaoupe,SA,SAL40797,2021,42.0,2125.0,2.9,62.5,12.5,"{""family_household_pct"": 87.5, ""non_family_household_pct"": 16.7, ""lone_person_pct"": 16.7}"
Mabel Creek,SA,SAL40798,2021,48.0,450.0,1.4,0.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 77.8, ""lone_person_pct"": 77.8}"
Macclesfield,SA,SAL40799,2021,47.0,1605.0,2.4,91.3,6.9,"{""family_household_pct"": 75.8, ""non_family_household_pct"": 23.6, ""lone_person_pct"": 22.0}"
Macdonald Park,SA,SAL40800,2021,49.0,1557.0,2.8,85.8,11.4,"{""family_household_pct"": 78.4, ""non_family_household_pct"": 19.9, ""lone_person_pct"": 18.8}"
Macgillivray,SA,SAL40801,2021,37.0,1937.0,3.1,92.9,28.6,"{""family_household_pct"": 85.7, ""non_family_household_pct"": 17.9, ""lone_person_pct"": 10.7}"
Macumba,SA,SAL40802,2021,53.0,2250.0,3.7,0.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Magarey,SA,SAL40803,2021,34.0,2250.0,2.2,42.9,42.9,"{""family_household_pct"": 42.9, ""non_family_household_pct"": 100.0, ""lone_person_pct"": 85.7}"
Magdala,SA,SAL40804,2021,40.0,1468.0,2.7,88.5,0.0,"{""family_household_pct"": 73.1, ""non_family_household_pct"": 26.9, ""lone_person_pct"": 26.9}"
Maggea,SA,SAL40805,2021,57.0,725.0,3.0,100.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Magill,SA,SAL40806,2021,40.0,1616.0,2.4,64.0,29.8,"{""family_household_pct"": 64.6, ""non_family_household_pct"": 35.4, ""lone_person_pct"": 31.1}"
Mahanewo,SA,SAL40807,2021,64.0,1249.0,2.0,,,
Maitland,SA,SAL40808,2021,51.0,1143.0,2.3,76.7,16.9,"{""family_household_pct"": 68.5, ""non_family_household_pct"": 32.3, ""lone_person_pct"": 32.1}"
Makin,SA,SAL40809,2021,39.0,2374.0,2.8,0.0,100.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Malinong,SA,SAL40810,2021,40.0,1833.0,2.6,58.8,0.0,"{""family_household_pct"": 76.5, ""non_family_household_pct"": 23.5, ""lone_person_pct"": 23.5}"
Mallala,SA,SAL40811,2021,37.0,1537.0,2.5,73.6,23.4,"{""family_household_pct"": 67.8, ""non_family_household_pct"": 32.2, ""lone_person_pct"": 24.3}"
Malpas,SA,SAL40812,2021,63.0,1149.0,2.0,100.0,0.0,"{""family_household_pct"": 125.0, ""non_family_household_pct"": 75.0, ""lone_person_pct"": 0.0}"
Maltee,SA,SAL40813,2021,46.0,2583.0,2.3,87.5,37.5,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Malvern,SA,SAL40814,2021,46.0,2655.0,2.6,79.5,19.0,"{""family_household_pct"": 79.3, ""non_family_household_pct"": 20.7, ""lone_person_pct"": 19.2}"
Mambray Creek,SA,SAL40815,2021,59.0,2083.0,1.6,62.5,25.0,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 68.8, ""lone_person_pct"": 68.8}"
Mangalo,SA,SAL40816,2021,32.0,1437.0,3.4,58.8,17.6,"{""family_household_pct"": 82.4, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Manna Hill,SA,SAL40817,2021,69.0,0.0,1.3,60.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Mannanarie,SA,SAL40818,2021,49.0,1916.0,2.5,89.5,0.0,"{""family_household_pct"": 78.9, ""non_family_household_pct"": 21.1, ""lone_person_pct"": 21.1}"
Manningham,SA,SAL40819,2021,39.0,1971.0,2.6,71.8,26.4,"{""family_household_pct"": 71.3, ""non_family_household_pct"": 29.5, ""lone_person_pct"": 24.3}"
Mannum,SA,SAL40820,2021,56.0,822.0,2.1,70.7,25.5,"{""family_household_pct"": 62.8, ""non_family_household_pct"": 37.0, ""lone_person_pct"": 35.5}"
Manoora,SA,SAL40821,2021,51.0,1152.0,2.2,75.0,17.9,"{""family_household_pct"": 55.4, ""non_family_household_pct"": 32.1, ""lone_person_pct"": 32.1}"
Mansfield Park,SA,SAL40822,2021,35.0,1390.0,3.0,56.0,41.2,"{""family_household_pct"": 74.1, ""non_family_household_pct"": 26.2, ""lone_person_pct"": 20.9}"
Mantung,SA,SAL40823,2021,43.0,474.0,2.6,140.0,0.0,"{""family_household_pct"": 60.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Marama,SA,SAL40824,2021,52.0,1124.0,2.1,100.0,0.0,"{""family_household_pct"": 94.1, ""non_family_household_pct"": 23.5, ""lone_person_pct"": 23.5}"
Marananga,SA,SAL40825,2021,37.0,1656.0,2.7,77.5,15.0,"{""family_household_pct"": 65.0, ""non_family_household_pct"": 22.5, ""lone_person_pct"": 22.5}"
Marble Hill,SA,SAL40826,2021,44.0,1624.0,2.8,110.5,0.0,"{""family_household_pct"": 115.8, ""non_family_household_pct"": 31.6, ""lone_person_pct"": 31.6}"
Marcollat,SA,SAL40827,2021,35.0,1833.0,2.8,57.1,21.4,"{""family_household_pct"": 89.3, ""non_family_household_pct"": 14.3, ""lone_person_pct"": 14.3}"
Marden,SA,SAL40828,2021,36.0,1518.0,2.1,53.2,41.7,"{""family_household_pct"": 57.9, ""non_family_household_pct"": 41.9, ""lone_person_pct"": 37.6}"
Marino,SA,SAL40829,2021,47.0,2091.0,2.6,87.7,10.7,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 19.5, ""lone_person_pct"": 17.5}"
Marion,SA,SAL40830,2021,43.0,1366.0,2.3,63.7,24.8,"{""family_household_pct"": 63.1, ""non_family_household_pct"": 37.0, ""lone_person_pct"": 33.0}"
Marion Bay,SA,SAL40831,2021,54.0,838.0,2.0,78.4,18.2,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 42.0, ""lone_person_pct"": 38.6}"
Markaranka,SA,SAL40832,2021,43.0,1562.0,2.1,57.9,26.3,"{""family_household_pct"": 57.9, ""non_family_household_pct"": 36.8, ""lone_person_pct"": 36.8}"
Marks Landing,SA,SAL40833,2021,67.0,1041.0,1.6,58.3,0.0,"{""family_household_pct"": 83.3, ""non_family_household_pct"": 75.0, ""lone_person_pct"": 75.0}"
Marla,SA,SAL40834,2021,46.0,1374.0,1.6,0.0,35.7,"{""family_household_pct"": 35.7, ""non_family_household_pct"": 50.0, ""lone_person_pct"": 50.0}"
